url_path,views_total,views_unique
/ignite-hq/cli,2411,821
/ignite-hq/cli/issues,756,113
/ignite-hq/cli/pulls,530,42
/ignite-hq/cli/search,283,41
/ignite-hq/cli/releases,143,79
/ignite-hq/cli/pull/2353,128,9
/ignite-hq/cli/pull/2409,120,16
/ignite-hq/cli/pull/2411,113,8
/ignite-hq/cli/tree/develop/ignite,102,47
/ignite-hq/cli/tree/develop/docs,91,60
