url_path,views_total,views_unique
/ignite-hq/cli,2459,842
/ignite-hq/cli/issues,744,100
/ignite-hq/cli/pulls,560,43
/ignite-hq/cli/search,298,42
/ignite-hq/cli/releases,147,79
/ignite-hq/cli/pull/2353,141,9
/ignite-hq/cli/pull/2409,123,16
/ignite-hq/cli/pull/2411,116,8
/ignite-hq/cli/tree/develop/ignite,111,58
/ignite-hq/cli/tree/develop/docs,100,64
