url_path,views_total,views_unique
/ignite-hq/cli,2803,861
/ignite-hq/cli/issues,969,122
/ignite-hq/cli/pulls,710,50
/ignite-hq/cli/search,348,48
/ignite-hq/cli/releases,184,88
/ignite-hq/cli/issues/2394,165,41
/ignite-hq/cli/issues/2383,139,63
/ignite-hq/cli/pull/2353,136,12
/ignite-hq/cli/tree/develop/ignite,132,63
/ignite-hq/cli/tree/develop/docs,116,76
