url_path,views_total,views_unique
/ignite-hq/cli,2271,815
/ignite-hq/cli/issues,622,98
/ignite-hq/cli/pulls,483,45
/ignite-hq/cli/search,146,34
/ignite-hq/cli/releases,141,73
/ignite-hq/cli/pull/2353,118,9
/ignite-hq/cli/tree/develop/ignite,107,57
/ignite-hq/cli/tree/develop/docs,92,64
/ignite-hq/cli/pull/2411,87,8
/ignite-hq/cli/projects,79,17
