url_path,views_total,views_unique
/ignite-hq/cli,2806,870
/ignite-hq/cli/issues,912,115
/ignite-hq/cli/pulls,705,50
/ignite-hq/cli/search,349,48
/ignite-hq/cli/releases,190,92
/ignite-hq/cli/issues/2394,163,39
/ignite-hq/cli/tree/develop/ignite,136,66
/ignite-hq/cli/pull/2353,135,12
/ignite-hq/cli/issues/2383,131,58
/ignite-hq/cli/tree/develop/docs,114,74
