url_path,views_total,views_unique
/ignite-hq/cli,3548,1030
/ignite-hq/cli/pulls,927,60
/ignite-hq/cli/issues,824,122
/ignite-hq/cli/releases,231,89
/ignite-hq/cli/search,217,44
/ignite-hq/cli/pull/2143,166,28
/ignite-hq/cli/commits/develop,141,20
/ignite-hq/cli/tree/develop/ignite,124,70
/ignite-hq/cli/tree/develop/docs,120,72
/ignite-hq/cli/pull/2235,104,15
