url_path,views_total,views_unique
/tendermint/starport,2277,973
/tendermint/starport/issues,484,88
/tendermint/starport/pulls,428,42
/tendermint/starport/search,179,38
/tendermint/starport/tree/develop/starport,163,78
/tendermint/starport/releases,140,72
/tendermint/starport/tree/develop/docs,118,66
/tendermint/starport/discussions/2207,113,75
/tendermint/starport/issues/2156,103,71
/tendermint/starport/pull/1753,84,22
