url_path,views_total,views_unique
/tendermint/starport,2298,981
/tendermint/starport/issues,482,85
/tendermint/starport/pulls,428,39
/tendermint/starport/search,169,35
/tendermint/starport/tree/develop/starport,148,71
/tendermint/starport/tree/develop/docs,123,66
/tendermint/starport/releases,119,64
/tendermint/starport/discussions/2207,104,72
/tendermint/starport/issues/2156,94,69
/tendermint/starport/pull/1753,84,22
