url_path,views_total,views_unique
/tendermint/starport,2264,970
/tendermint/starport/issues,501,87
/tendermint/starport/pulls,446,43
/tendermint/starport/search,173,40
/tendermint/starport/tree/develop/starport,168,82
/tendermint/starport/releases,146,75
/tendermint/starport/issues/2156,123,73
/tendermint/starport/discussions/2207,107,71
/tendermint/starport/tree/develop/docs,94,54
/tendermint/starport/pull/1753,84,22
