url_path,views_total,views_unique
/tendermint/starport,2463,1099
/tendermint/starport/issues,518,90
/tendermint/starport/pulls,517,44
/tendermint/starport/search,187,47
/tendermint/starport/tree/develop/starport,172,89
/tendermint/starport/releases,144,72
/tendermint/starport/issues/2156,130,76
/tendermint/starport/discussions/2207,105,70
/tendermint/starport/tree/develop/docs,100,63
/tendermint/starport/pull/1753,84,22
