url_path,views_total,views_unique
/tendermint/starport,2608,1077
/tendermint/starport/pulls,704,43
/tendermint/starport/issues,533,106
/tendermint/starport/search,258,63
/tendermint/starport/tree/develop/starport,174,99
/tendermint/starport/releases,165,78
/tendermint/starport/issues/2156,133,75
/tendermint/starport/tree/develop/docs,124,77
/tendermint/starport/pull/2157,95,5
/tendermint/starport/issues/2171,87,23
